source_id,run_id,batch,served,n_rows,n_cols,n_transits,n_cells,cache_bytes,produced_utc,note
5091500076606907392,m9_chain_transport,2,True,1,48,54,2433,42570,2026-08-24T21:44:31Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5095970385943675136,m9_chain_transport,2,True,1,48,58,2613,43051,2026-08-24T21:44:31Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2053948301206716416,m9_chain_transport,2,True,1,48,62,2793,43678,2026-08-24T21:44:31Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2054027362965890560,m9_chain_transport,2,True,1,48,51,2298,42105,2026-08-24T21:44:31Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2054101236404358528,m9_chain_transport,2,True,1,48,63,2838,43636,2026-08-24T21:44:31Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2054154975035908096,m9_chain_transport,2,True,1,48,59,2658,42919,2026-08-24T21:44:31Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2195608485973353984,m9_chain_transport,2,True,1,48,60,2703,43449,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2196405288306563072,m9_chain_transport,2,True,1,48,61,2748,43311,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5961521263855899904,m9_chain_transport,2,True,1,48,56,2523,41915,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
245148628658294144,m9_chain_transport,2,True,1,48,68,3063,44811,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
246143033849014656,m9_chain_transport,2,True,1,48,55,2478,42592,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1836724725272498176,m9_chain_transport,2,True,1,48,63,2838,43659,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1836754347676625408,m9_chain_transport,2,True,1,48,67,3018,44729,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5835804306928099712,m9_chain_transport,2,True,1,48,58,2613,42885,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5835813068692547328,m9_chain_transport,2,True,1,48,55,2478,42585,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5835815267715889280,m9_chain_transport,2,True,1,48,57,2568,42929,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5793436928379520640,m9_chain_transport,2,True,1,48,60,2703,43369,2026-08-24T21:44:32Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5818043277069190912,m9_chain_transport,3,True,1,48,83,3738,46572,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
423734227825838976,m9_chain_transport,3,True,1,48,85,3828,46941,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5093267923801706368,m9_chain_transport,3,True,1,48,74,3333,45757,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
424337717966438144,m9_chain_transport,3,True,1,48,80,3603,46344,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
424471141123184256,m9_chain_transport,3,True,1,48,79,3558,46138,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
424475161219393536,m9_chain_transport,3,True,1,48,82,3693,46747,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1836952019251292032,m9_chain_transport,3,True,1,48,72,3243,45302,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1934170940447361920,m9_chain_transport,3,True,1,48,72,3243,45354,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2254096624757072640,m9_chain_transport,3,True,1,48,75,3378,45876,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6061575649374980608,m9_chain_transport,3,True,1,48,89,4008,47355,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6061786515088769408,m9_chain_transport,3,True,1,48,88,3963,47331,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5824162952641688576,m9_chain_transport,3,True,1,48,97,4368,48676,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
489019414344118784,m9_chain_transport,3,True,1,48,77,3468,46043,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5820411277198610560,m9_chain_transport,3,True,1,48,75,3378,45559,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5820451619846748800,m9_chain_transport,3,True,1,48,73,3288,45240,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
414123156168288512,m9_chain_transport,3,True,1,48,86,3873,47073,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
416179414703777152,m9_chain_transport,3,True,1,48,91,4098,47962,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
416218168192033280,m9_chain_transport,3,True,1,48,86,3873,47184,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1956529956075774464,m9_chain_transport,3,True,1,48,77,3468,45856,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1957174059433589888,m9_chain_transport,3,True,1,48,80,3603,46325,2026-08-24T21:48:16Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
412543364118140288,m9_chain_transport,4,True,1,48,103,4638,49517,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
412493886091830656,m9_chain_transport,4,True,1,48,108,4863,50093,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1103072778439356800,m9_chain_transport,4,True,1,48,114,5133,51032,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1105876017691930496,m9_chain_transport,4,True,1,48,104,4683,49724,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1218715288277785728,m9_chain_transport,4,True,1,48,106,4773,49894,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6449564238774562688,m9_chain_transport,4,True,1,48,118,5313,51480,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
513941597743164672,m9_chain_transport,4,True,1,48,129,5808,52990,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
514167616100633984,m9_chain_transport,4,True,1,48,128,5763,52742,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
514271451227609600,m9_chain_transport,4,True,1,48,123,5538,52119,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6062053838205801472,m9_chain_transport,4,True,1,48,118,5313,51559,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6062114650593253504,m9_chain_transport,4,True,1,48,115,5178,50591,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1864571609595473280,m9_chain_transport,4,True,1,48,112,5043,50327,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5866666292582923136,m9_chain_transport,4,True,1,48,111,4998,50376,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5018556108694709248,m9_chain_transport,4,True,1,48,110,4953,50396,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
509150372743700224,m9_chain_transport,4,True,1,48,118,5313,51292,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
509661748731132800,m9_chain_transport,4,True,1,48,114,5133,50901,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
509694248736531584,m9_chain_transport,4,True,1,48,107,4818,49876,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5853060759588523904,m9_chain_transport,4,True,1,48,106,4773,49875,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
6433584658333579904,m9_chain_transport,4,True,1,48,114,5133,50869,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5437768315770129024,m9_chain_transport,4,True,1,48,105,4728,49556,2026-08-24T21:53:10Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4203864854902567296,m9_chain_transport,5,True,1,48,22,993,38253,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4280820468298618240,m9_chain_transport,5,True,1,48,29,1308,39080,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4053141503169080064,m9_chain_transport,5,True,1,48,26,1173,38400,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4053189813028111360,m9_chain_transport,5,True,1,48,25,1128,38585,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4052081913282912768,m9_chain_transport,5,True,1,48,27,1218,38942,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4269148224718037376,m9_chain_transport,5,True,1,48,24,1083,38325,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
135453377207794432,m9_chain_transport,5,True,1,48,29,1308,39181,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
140563834238783616,m9_chain_transport,5,True,1,48,25,1128,38598,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4189335946908490752,m9_chain_transport,5,True,1,48,38,1713,40407,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4189512212367586816,m9_chain_transport,5,True,1,48,34,1533,39686,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
3001925957989969664,m9_chain_transport,5,True,1,48,31,1398,39391,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1153616503330781952,m9_chain_transport,5,True,1,48,25,1128,38643,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4054391918466038912,m9_chain_transport,5,True,1,48,29,1308,39108,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4054427141512384000,m9_chain_transport,5,True,1,48,28,1263,39002,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4054428412822884224,m9_chain_transport,5,True,1,48,23,1038,38368,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
578347720415141376,m9_chain_transport,5,True,1,48,33,1488,39663,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4312311546492746368,m9_chain_transport,5,True,1,48,27,1218,38707,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4312318933850989056,m9_chain_transport,5,True,1,48,29,1308,39170,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
3292089340007574144,m9_chain_transport,5,True,1,48,26,1173,38688,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4312393490149405568,m9_chain_transport,5,True,1,48,31,1398,39417,2026-08-24T21:54:59Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5886097308777224576,m9_chain_transport,5,True,1,48,44,1983,41089,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5886187503080851456,m9_chain_transport,5,True,1,48,37,1668,40158,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5886198528226091904,m9_chain_transport,5,True,1,48,49,2208,41937,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4320520122330670208,m9_chain_transport,5,True,1,48,52,2343,41870,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
246203919301846016,m9_chain_transport,5,True,1,48,47,2118,41520,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4320566061355788544,m9_chain_transport,5,True,1,48,46,2073,40911,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5793256333593389952,m9_chain_transport,5,True,1,48,52,2343,42340,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2250009160217876480,m9_chain_transport,5,True,1,48,41,1848,40878,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2250201437314124800,m9_chain_transport,5,True,1,48,43,1938,40862,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1808962507649812864,m9_chain_transport,5,True,1,48,43,1938,40862,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4658070600077882368,m9_chain_transport,5,True,1,48,44,1983,40837,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
4295900751355307520,m9_chain_transport,5,True,1,48,44,1983,41220,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5543119190621920384,m9_chain_transport,5,True,1,48,49,2208,41634,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
357855957843264512,m9_chain_transport,5,True,1,48,45,2028,41319,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
461378276141647232,m9_chain_transport,5,True,1,48,40,1803,40628,2026-08-24T21:56:53Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
461906660195403776,m9_chain_transport,5,True,1,48,40,1803,40650,2026-08-24T21:56:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
462578393080834688,m9_chain_transport,5,True,1,48,51,2298,42206,2026-08-24T21:56:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
462933397897835392,m9_chain_transport,5,True,1,48,48,2163,41723,2026-08-24T21:56:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5712124916768391936,m9_chain_transport,5,True,1,48,49,2208,41790,2026-08-24T21:56:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
2169720897018955776,m9_chain_transport,5,True,1,48,44,1983,39707,2026-08-24T21:56:54Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
1935237260567451520,m9_chain_transport,7,True,1,48,81,3648,46570,2026-08-24T21:58:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5859062791793846016,m9_chain_transport,7,True,1,48,56,2523,42207,2026-08-24T21:58:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
5859082789112406656,m9_chain_transport,7,True,1,48,59,2658,43162,2026-08-24T21:58:52Z,"transport rehearsal: DR3 EPOCH_PHOTOMETRY carries no astrometric epochs, no adjudication attempted"
