source_id,ra,dec,rmse,t_ds,gamma,M_G,snr3,snr4,gvar,ruwe,extra_ok,snr_ok,r_med_geo,w1mpro,w2mpro,w3mpro,w4mpro,prov,ecl_lat,w3_mjy,w4_mjy,w3_over_5sig_ecl,w4_over_5sig_ecl,designation_aw,ra_aw,dec_aw,w3mpro_aw,w3sigmpro_aw,w4mpro_aw,w4sigmpro_aw,w3snr_aw,w4snr_aw,w3nm_aw,w4nm_aw,w3m_aw,w4m_aw,w3flg_aw,w4flg_aw,nb_aw,na_aw,w3rchi2_aw,w4rchi2_aw,ph_qual_aw,cc_flags_aw,ext_flg_aw,var_flg_aw,sep_aw,designation_as,ra_as,dec_as,w3mpro_as,w3sigmpro_as,w4mpro_as,w4sigmpro_as,w3snr_as,w4snr_as,ph_qual_as,cc_flags_as,w3flg_as,w4flg_as,sep_as,p_chance_1as,p_chance_3p25as,cent_max_offset,cent_max_sigma,cent_note,_prov,verdict,verdict_reason,centroid_floor_arcsec,n1_flag,n1_ncat,n1_cat,n1_name,n1_sep_as,n1_r_as,n2_score,n2_flag,nebular_flag,w3sky,w4sky,w3conf,w4conf,glat,glon,pmra,pmdec,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,classprob_dsc_combmod_star,w1mpro_error,w2mpro_error,w3mpro_error,w4mpro_error,tmass_designation,j_m,h_m,ks_m,ab
121176287440183936,54.10247468694697,30.77814877730277,0.0576305228147449,181.35593220338984,0.1,10.030621328575672,8.755645161290323,4.291304347826087,0.828962350484895,0.98915404,True,True,249.58641,13.27,13.098,10.766,8.039,AIP-exact,11.107328119724134,1.5642382895768108,5.0905193988367765,1.818881732066059,0.942688777562366,J033624.59+304641.2,54.1024802,30.7781326,10.766,0.124,8.039,0.253,8.7,4.3,6,0,11,11,32,32,1,0,0.9163,0.9859,AABB,0,0,110n,0.0606832511894981,J033624.58+304641.2,54.1024562,30.7781378,10.506999969482422,0.090999998152256,7.427999973297119,0.1330000013113021,11.899999618530272,8.100000381469727,AAAB,0000,32.0,32.0,0.0695066489370025,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd; w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection; w3flg = 32: aperture photometry is a 95% upper limit",1–2,False,0,,,,,0.9733825529434622,False,False,3023.735,947.043,10.521,2.369,-19.975173535235257,159.9923303172216,21.94837703953068,12.66173135286712,3.978056698273901,0.08244537,17.016726,18.36898,15.877689,0.99861324,0.026,0.029,0.124,0.253,03362456+3046411,14.4,13.749,13.433,19.975173535235257
123825182750715264,48.05566303476134,32.413360327216786,0.0770982033459328,140.67796610169492,0.1,11.291923689602465,3.6190000000000007,3.502258064516129,0.9410510112442966,1.0155245,True,True,168.48268,13.263,13.074,11.8,8.254,AIP-exact,14.005944815524645,0.603535627807678,4.176015450276648,0.7017856137298581,0.7733361944956756,J031213.35+322448.1,48.0556649,32.4133664,11.8,0.3,8.254,0.31,3.6,3.5,0,0,11,11,0,32,1,0,0.9778,0.8448,AABB,0,0,11nn,0.0225849973337855,J031213.35+322448.1,48.0556251,32.4133862,12.17300033569336,0.3569999933242798,8.401000022888184,0.3079999983310699,3.0,3.5,AACB,0000,0.0,1.0,0.1482124123730334,1.107619581164343e-06,1.1699169869872073e-05,,,,SUB-THRESHOLD,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.6, W4 S/N 3.5) — the excess is at the instrument floor, candidate I's failure mode",1–2,True,1,BRIGHT_LBN,726,8040.6481057269375,9526.62137112221,0.7309112104138333,False,True,2774.419,868.138,9.311,1.981,-21.68828066143488,154.50932958987477,-4.909366296191271,-6.012758273139018,5.896243538936658,0.1562775,17.4247,19.15207,16.180542,0.99961686,0.026,0.028,0.3,0.31,03121336+3224482,14.374,13.776,13.463,21.68828066143488
124559312920519040,52.74276039645791,32.284910032929965,0.1285498850540455,181.35593220338984,0.1575540185529324,11.81845977469885,7.004516129032258,3.643288590604028,0.9158814608105598,0.9361026,True,True,194.44485,13.895,13.724,11.135,8.254,AIP-exact,12.849994664085674,1.113532539329332,4.176015450276648,1.294805278289921,0.7733361944956756,J033058.24+321705.7,52.7426847,32.2849209,11.135,0.155,8.254,0.298,7.0,3.6,3,1,12,12,1,1,1,0,1.132,1.075,AABB,0,0,00nn,0.2336763956156457,J033058.23+321705.7,52.7426646,32.2849306,11.317999839782717,0.2029999941587448,7.494999885559082,0.1260000020265579,5.300000190734863,8.600000381469727,AABB,0000,32.0,1.0,0.3008064148244566,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2,False,0,,,,,0.9167476199727996,False,False,2944.69,913.357,6.009,3.451,-19.49958283576062,158.03702089318506,41.75634770509952,-17.55442701446566,5.128460158953092,0.18012333,18.262442,20.211452,16.96389,0.99996513,0.028,0.037,0.155,0.298,03305820+3217058,15.078,14.35,14.065,19.49958283576062
170010787154922112,63.289306562288,34.203648373164576,0.0817067714184427,150.84745762711864,0.116361638573573,10.202574166701236,4.486363636363637,3.6190000000000007,0.9173579769183932,0.96686906,True,True,295.43243,13.705,13.548,11.683,8.235,AIP-exact,12.819278435932338,0.6722068169243529,4.249737418133967,0.7816358336329685,0.7869884107655494,J041309.44+341213.0,63.2893535,34.2036216,11.683,0.242,8.235,0.3,4.5,3.6,0,0,12,12,1,1,1,0,0.8897,0.8873,AABB,0,0,00nn,0.1697644458025557,J041309.44+341213.1,63.2893434,34.2036504,11.065999984741213,0.1289999932050705,8.145999908447266,0.2150000035762787,8.399999618530273,5.0,AABB,0000,1.0,1.0,0.1099216170008216,1.107619581164343e-06,1.1699169869872073e-05,,,,SUB-THRESHOLD,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.5, W4 S/N 3.6) — the excess is at the instrument floor, candidate I's failure mode",1–2,False,0,,,,,0.8691470759665825,False,False,2895.112,911.405,2.572,2.088,-12.272539435337809,163.65721089612867,-3.488713057138297,-7.827391589184919,3.3537446941228763,0.10286144,17.554865,18.908983,16.417921,0.9990192,0.026,0.041,0.242,0.3,04130943+3412132,14.79,14.161,13.876,12.272539435337809
178409814740773120,67.01019660181763,38.02279485878217,0.14897160260115,161.01694915254237,0.2301198357141798,10.35880308486449,11.19278350515464,9.607964601769911,0.911158303268567,0.9435419,True,True,249.30006,13.419,13.306,10.528,7.127,AIP-exact,16.062116043070095,1.9476141106248896,11.791311070487,2.264667570494058,2.1835761241642597,J042802.43+380122.2,67.0101509,38.0228389,10.528,0.097,7.127,0.113,11.2,9.6,9,7,13,13,1,1,1,0,1.728,1.701,AAAB,0,0,0021,0.2047826198008622,J042802.43+380122.2,67.0101366,38.0228524,10.881999969482422,0.1129999980330467,7.321000099182129,0.1000000014901161,9.600000381469728,10.800000190734863,AABA,0000,0.0,1.0,0.2680778786348321,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2,False,0,,,,,0.8412667573343695,False,False,2868.267,868.4,6.176,1.78,-7.453959503689655,163.02068618891715,23.10089545752943,-19.422538003433463,3.964185873958016,0.09100003,17.342415,18.870647,16.14542,0.9976672,0.025,0.031,0.097,0.113,04280241+3801224,14.528,13.784,13.561,7.453959503689655
180964362507643136,81.14441408051816,33.090032762708525,0.0851000597628154,181.35593220338984,0.3361078268614909,11.851202851634987,8.042222222222222,7.539583333333335,0.9794374717768948,1.0130928,True,True,204.54112,14.186,14.01,10.325,7.484,AIP-exact,9.881715869119322,2.3480260582965267,8.487154278147726,2.7302628584843336,1.5716952366940231,J052434.64+330523.9,81.1443539,33.0899992,10.325,0.135,7.484,0.144,8.0,7.5,11,1,13,13,1,1,3,0,1.083,1.285,AABB,0,0,011n,0.2180494217349393,J052434.65+330524.1,81.144378,33.09003,9.859999656677246,0.0570000000298023,7.303999900817871,0.1159999966621398,19.200000762939453,9.399999618530272,AAAB,0000,1.0,1.0,0.1092770521526573,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2,True,2,HII_SH2,230,4059.40985544553,9000.0,0.436748844375963,False,True,3050.44,978.227,8.303,4.635,-1.543420632966672,174.0682353518991,21.858319340022,-4.445913487217587,4.916036585361538,0.21572162,18.405106,20.24587,17.142612,0.99987733,0.035,0.05,0.135,0.144,05243462+3305239,15.378,14.821,14.662,1.543420632966672
181186253400855680,80.40642885723793,33.58283533090806,0.0686868835548557,150.84745762711864,0.2482326876217777,10.142702836362282,5.483333333333333,4.5810126582278485,0.9477392532741916,0.96448165,True,True,275.5325,13.588,13.472,10.687,7.151,AIP-exact,10.413421179463182,1.682297937127569,11.53352594144436,1.956160392008801,2.135838137304511,J052137.56+333458.2,80.406531,33.5828471,10.687,0.198,7.151,0.237,5.5,4.6,5,3,12,12,1,32,2,0,1.129,1.077,AABB,0,0,011n,0.3092537742289873,J052137.57+333458.2,80.4065676,33.5828445,10.380999565124512,0.2269999980926513,7.184999942779541,,4.800000190734863,0.4000000059604645,AABU,0000,1.0,32.0,0.4174124457314236,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE",1–2,True,5,HII_SH2,230,2083.2959183898934,9000.0,1.0,True,True,3285.237,1033.767,11.224,3.756,-1.7736264189709845,173.31293919299463,-20.136932765134805,-4.66873997812189,3.614584868345752,0.12360046,17.343567,18.685732,16.248096,0.9996609,0.032,0.043,0.198,0.237,05213757+3334582,14.792,14.153,13.846,1.7736264189709845
181953648093076352,78.83742887555677,33.93509681970746,0.0469930501891498,161.01694915254237,0.1,8.906917477223626,11.07857142857143,9.123529411764707,0.6992783379363067,0.9452406,True,True,245.15102,12.609,12.513,10.262,7.102,AIP-exact,10.859842845601444,2.488300990203458,12.065965988231822,2.8933732444226257,2.234438145968856,J051520.99+335606.3,78.8374599,33.9350904,10.262,0.098,7.102,0.119,11.1,9.1,9,8,11,11,1,1,1,0,1.165,1.384,AAAB,0,0,1100,0.0955027535118948,J051520.98+335606.3,78.8374535,33.935106,10.06999969482422,0.06700000166893,6.973999977111816,0.1000000014901161,16.100000381469727,10.800000190734863,AAAA,0000,1.0,1.0,0.0806327486887125,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2,True,3,BRIGHT_LBN,796,2242.119860276082,5890.83958388034,0.9883427239168447,False,True,3058.83,963.9,4.242,1.246,-2.638723636498849,172.27427129388198,-13.048167242046953,5.511602600205996,4.041669268499508,0.03843607,15.854086,16.855865,14.859882,0.99861324,0.024,0.026,0.098,0.119,05152100+3356063,13.586,12.958,12.738,2.638723636498849
182041162347363840,79.67078610444726,34.43539310340615,0.176995891387238,171.18644067796612,0.1460577380556421,9.38717428818811,13.743037974683546,12.479310344827589,0.8922122613282876,0.9605033,True,True,243.24826,12.57,12.504,9.831,6.853,AIP-exact,11.30660626750508,3.700862180871209,15.17616699509651,4.303328117292104,2.8104012953882425,J051840.99+342607.4,79.6708084,34.4354014,9.831,0.079,6.853,0.087,13.7,12.5,13,13,13,13,1,1,1,0,1.536,1.585,AAAA,0,0,1100,0.0726248793143042,J051840.99+342607.5,79.6708088,34.4354266,9.793999671936035,0.06700000166893,6.77899980545044,0.0759999975562095,16.200000762939453,14.399999618530272,AAAA,0000,1.0,1.0,0.1381388721393346,1.107619581164343e-06,1.1699169869872073e-05,,,,INDETERMINATE,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",1–2,True,5,BRIGHT_LBN,796,1408.1653946455,5890.83958388034,0.98960559549252,False,True,3067.536,957.882,18.751,3.096,-1.787005050737288,172.26432698918168,-13.767499743839146,-10.444060236174202,4.07896363790032,0.056289297,16.317423,17.629076,15.183786,0.99296397,0.025,0.026,0.079,0.087,05184101+3426076,13.641,12.991,12.698,1.787005050737288
182053836792653952,79.2388065503622,34.10946585933449,0.0797944520271082,140.67796610169492,0.2677712115198339,11.322389786827914,3.809473684210527,5.374752475247525,0.9235114572847176,0.96919787,True,True,253.92534,14.428,14.308,11.789,7.879,AIP-exact,11.00806530561889,0.6096813529748387,5.898778610440462,0.7089318057846962,1.0923664093408263,J051657.31+340634.0,79.2387982,34.1094583,11.789,0.285,7.879,0.202,3.8,5.4,1,3,12,13,1,32,1,0,1.125,0.88,AABB,0,0,00nn,0.0368792872856866,J051657.31+340634.1,79.2388183,34.1094974,11.38599967956543,0.2060000002384185,7.806000232696533,0.1979999989271164,5.300000190734863,5.5,AABB,0000,0.0,32.0,0.1188247502767579,1.107619581164343e-06,1.1699169869872073e-05,,,,CONTAMINATION-CONSISTENT,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection",1–2,True,5,BRIGHT_LBN,796,1023.9153979851686,5890.83958388034,0.9855255488634156,False,True,3049.089,976.631,5.566,3.811,-2.266565472660081,172.32503038346312,-1.4624049117620237,-4.917914565107122,3.920498008334081,0.18711457,18.34592,19.859015,17.178293,0.99944246,0.033,0.059,0.285,0.202,05165732+3406341,15.499,14.956,14.514,2.266565472660081
