source_id,release,source_id_dr3,nss_solution_type,orbit_source,orbit_period_d,orbit_significance,orbit_a0_mas,queue_bin,queue_rank,n_transits_fetched,n_transits_used,f2_single_star,parallax_mas,excess_noise_mas,fit_model,fit_seconds,verdict,verdict_scope,verdict_basis,verdict_confidence,verdict_confidence_basis,flag_alias_1yr,flag_low_lat,flag_hi_sigma_ti2,flag_xray_active,flag_dust_unresolved_south,flag_dust_sigma_fragile,flag_astrom_quiet,schema_version,verdict_source,verdict_source_version,config_version,epoch_data_release,epoch_data_structure,gaiasupdate_version,produced_utc,run_id,notes
322080220298467200,"SYNTHETIC (M8 rehearsal, not a real release)",322080220298467200,Orbital,gaiadr3.nss_two_body_orbit,1145.920310501878,33.71319,,v2_main,445,60,500,2.8335,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
5140841077515932672,"SYNTHETIC (M8 rehearsal, not a real release)",5140841077515932672,Orbital,gaiadr3.nss_two_body_orbit,657.6043659617636,39.851406,,v2_main,801,60,500,1.1745,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1302183648348499968,"SYNTHETIC (M8 rehearsal, not a real release)",1302183648348499968,Orbital,gaiadr3.nss_two_body_orbit,528.6417944911512,28.094334,,v2_main,831,60,500,0.9215,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
2105520309990362112,"SYNTHETIC (M8 rehearsal, not a real release)",2105520309990362112,Orbital,gaiadr3.nss_two_body_orbit,274.5939536543763,11.422343,,v2_main,930,60,500,9.4277,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
3283086886693270400,"SYNTHETIC (M8 rehearsal, not a real release)",3283086886693270400,Orbital,gaiadr3.nss_two_body_orbit,1422.755294470567,16.785894,,v2_main,95,60,500,12.4744,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
5008631916742944128,"SYNTHETIC (M8 rehearsal, not a real release)",5008631916742944128,Orbital,gaiadr3.nss_two_body_orbit,424.7415833157247,44.495754,,v2_main,672,60,500,-0.0118,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
5839182174066052224,"SYNTHETIC (M8 rehearsal, not a real release)",5839182174066052224,Orbital,gaiadr3.nss_two_body_orbit,331.7767814040449,10.96933,,v2_main,379,60,500,1.8375,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,True,False,False,True,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1522897482203494784,"SYNTHETIC (M8 rehearsal, not a real release)",1522897482203494784,AstroSpectroSB1,gaiadr3.nss_two_body_orbit,45.51653693310744,156.60417,,v2_main,85,60,500,0.8617,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1983749087978089344,"SYNTHETIC (M8 rehearsal, not a real release)",1983749087978089344,Orbital,gaiadr3.nss_two_body_orbit,192.64050009294223,43.776955,,v2_main,156,60,500,1.2955,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
987843891126698240,"SYNTHETIC (M8 rehearsal, not a real release)",987843891126698240,Orbital,gaiadr3.nss_two_body_orbit,1074.2854231132503,37.118538,,v2_main,788,60,500,3.4771,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
5560274870544002944,"SYNTHETIC (M8 rehearsal, not a real release)",5560274870544002944,Orbital,gaiadr3.nss_two_body_orbit,322.736726399942,87.77561,,v2_main,447,60,500,3.5095,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
486506549240142080,"SYNTHETIC (M8 rehearsal, not a real release)",486506549240142080,Orbital,gaiadr3.nss_two_body_orbit,616.1816056650506,59.23352,,v2_main,206,60,500,2.0607,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
5188536620619778688,"SYNTHETIC (M8 rehearsal, not a real release)",5188536620619778688,Orbital,gaiadr3.nss_two_body_orbit,564.8397224328369,40.831562,,v2_main,552,60,500,0.2476,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
2885872059004028800,"SYNTHETIC (M8 rehearsal, not a real release)",2885872059004028800,Orbital,gaiadr3.nss_two_body_orbit,802.239025633578,20.43985,,v2_main,65,60,500,4.2046,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
2262348184645625984,"SYNTHETIC (M8 rehearsal, not a real release)",2262348184645625984,AstroSpectroSB1,gaiadr3.nss_two_body_orbit,1074.773992022016,13.307045,,v2_main,828,60,500,1.0605,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
5356232897165970432,"SYNTHETIC (M8 rehearsal, not a real release)",5356232897165970432,Orbital,gaiadr3.nss_two_body_orbit,1179.9808904960412,8.021044,,retrieval_pr999,239,60,500,13.0503,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,True,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1002740757557931264,"SYNTHETIC (M8 rehearsal, not a real release)",1002740757557931264,Orbital,gaiadr3.nss_two_body_orbit,922.050597908768,10.092942,,v2_main,754,60,500,2.0609,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1346973388376838400,"SYNTHETIC (M8 rehearsal, not a real release)",1346973388376838400,AstroSpectroSB1,gaiadr3.nss_two_body_orbit,212.08313315452145,266.78848,,v2_main,561,60,500,1.735,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
4220988103536975872,"SYNTHETIC (M8 rehearsal, not a real release)",4220988103536975872,Orbital,gaiadr3.nss_two_body_orbit,287.713868481896,43.509712,,v2_main,778,60,500,1.7165,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
3692114626793521152,"SYNTHETIC (M8 rehearsal, not a real release)",3692114626793521152,AstroSpectroSB1,gaiadr3.nss_two_body_orbit,1131.6086132699322,24.657982,,v2_main,262,60,500,0.7672,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1908776684313443712,"SYNTHETIC (M8 rehearsal, not a real release)",1908776684313443712,Orbital,gaiadr3.nss_two_body_orbit,1054.2156802798472,16.30847,,v2_main,279,60,500,8.114,,,SYNTHETIC,0.0,CONFIRMED,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
6128077106221066752,"SYNTHETIC (M8 rehearsal, not a real release)",6128077106221066752,Orbital,gaiadr3.nss_two_body_orbit,933.598771187348,16.10414,,v2_main,753,60,500,2.1087,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
800547475516832384,"SYNTHETIC (M8 rehearsal, not a real release)",800547475516832384,Orbital,gaiadr3.nss_two_body_orbit,728.1259859713277,54.77769,,v2_main,643,60,500,2.0127,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
2543788153077017344,"SYNTHETIC (M8 rehearsal, not a real release)",2543788153077017344,AstroSpectroSB1,gaiadr3.nss_two_body_orbit,816.2683778788082,105.709785,,v2_main,25,60,500,2.4133,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1255744194199868800,"SYNTHETIC (M8 rehearsal, not a real release)",1255744194199868800,Orbital,gaiadr3.nss_two_body_orbit,526.0954315170234,28.762463,,v2_main,196,60,500,0.9406,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
5374933356545153920,"SYNTHETIC (M8 rehearsal, not a real release)",5374933356545153920,Orbital,gaiadr3.nss_two_body_orbit,828.676016108028,37.021297,,v2_main,795,60,500,1.7774,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,True,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
4509011462269157888,"SYNTHETIC (M8 rehearsal, not a real release)",4509011462269157888,Orbital,gaiadr3.nss_two_body_orbit,938.2699382619822,37.494488,,v2_main,448,60,500,3.224,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,MEDIUM,synthetic,False,True,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
1811600167323837824,"SYNTHETIC (M8 rehearsal, not a real release)",1811600167323837824,AstroSpectroSB1,gaiadr3.nss_two_body_orbit,527.7316873668165,129.41339,,v2_main,26,60,500,1.0514,,,SYNTHETIC,0.0,SPURIOUS,orbit_reality,epoch_astrometry_f2,HIGH,synthetic,False,False,False,False,False,False,False,day1_verdict.v1,epoch_vet_harness,M8 SYNTHETIC rehearsal store (null_harness); NOT a measurement,5,SYNTHETIC,SYNTHETIC,SYNTHETIC,2026-08-24T16:06:17Z,m8_synth_null_harness_seed20261202,"synthetic null store, scenario null_harness"
